

get_iplayer v3.03, Copyright (C) 2008-2010 Phil Lewis
  This program comes with ABSOLUTELY NO WARRANTY; for details use --warranty.
  This is free software, and you are welcome to redistribute it under certain
  conditions; use --conditions for details.
INFO: Loaded PVR search 'ashes'
INFO: Loaded PVR search 'no_such_thing'
INFO: Loaded PVR search 'all_about_two'
INFO: Loaded PVR search 'ambulance'
INFO: Loaded PVR search 'worst_witch'
INFO: Loaded PVR search 'chicken'
INFO: Loaded PVR search 'bangkok'
INFO: Loaded PVR search 'our-kids'
INFO: Loaded PVR search 'wouldilie'
INFO: Loaded PVR search 'red_arrows'
INFO: Loaded PVR search 'hour-to-save'
INFO: Loaded PVR search 'the_voice'
INFO: Loaded PVR search 'dara'
INFO: Loaded PVR search 'byanymeans'
INFO: Loaded PVR search 'hospital'
INFO: Loaded PVR search 'horrible_histories'
INFO: Loaded PVR search 'robot_wars'
INFO: Loaded PVR search 'madmen'
INFO: Loaded PVR search 'taboo'
INFO: Loaded PVR search 'luther'
INFO: Loaded PVR search 'prisoners_wives'
INFO: Loaded PVR search 'helicopter'
INFO: Loaded PVR search 'super_cars'
INFO: Loaded PVR search 'intruders'
INFO: Loaded PVR search 'unbelievable_truth'
INFO: Loaded PVR search 'long_players'
INFO: Loaded PVR search 'undercover'
INFO: Loaded PVR search 'candycabs'
INFO: Loaded PVR search 'hignfy'
INFO: Loaded PVR search 'war_road'
INFO: Loaded PVR search 'bohemian'
INFO: Loaded PVR search 'wrong_mans'
INFO: Loaded PVR search 'hammond'
INFO: Loaded PVR search 'interceptor'
INFO: Loaded PVR search 'splatalot'
INFO: Loaded PVR search 'sherlock'
INFO: Loaded PVR search 'orphanblack'
INFO: Loaded PVR search 'accused'
INFO: Loaded PVR search 'onlyconnect'
INFO: Loaded PVR search 'odyssey'
INFO: Loaded PVR search 'brit_airline'
INFO: Loaded PVR search 'queen'
INFO: Loaded PVR search 'grandprix'
INFO: Loaded PVR search 'manonmars'
INFO: Loaded PVR search 'trains_trouble'
INFO: Loaded PVR search 'room101'
INFO: Loaded PVR search 'frankie_boyle'
INFO: Loaded PVR search 'chain_reaction'
INFO: Loaded PVR search 'police_pressure'
INFO: Loaded PVR search 'roomonthebroom'
INFO: Loaded PVR search 'call_centre'
INFO: Loaded PVR search 'josh'
INFO: Loaded PVR search list
Running PVR Searches:
-==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==-
INFO: PVR Run: '6degrees'
-==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==-
Current options:
	encodingconsolein = UTF-8
	encodingconsoleout = UTF-8
	encodinglocale = UTF-8
	encodinglocalefs = UTF-8
	ffmpeg = /home/andy/ffmpeg-3.3.4-64bit-static/ffmpeg
	ffmpegforce = 1
	fps50 = 1
	get = 1
	hide = 1
	nopurge = 1
	output = /var/spool/xbmc/iPlayer-Download/
	pvr = 1
	radiomode = best
	refreshexcludegroupsradio = local
	tvmode = best
	type = radio,tv
	verbose = 1

INFO: Search args: '6 degrees'
INFO: Got 2601 file cache entries for tv
INFO: Got 2581 file cache entries for radio
INFO: Search term '6 degrees' is a substring
DEBUG: Search download_regex = 6 degrees
DEBUG: Search channel_regex = .*
DEBUG: Search category_regex = .*
DEBUG: Search exclude_regex = ^ROGUE$
DEBUG: Search channel_exclude_regex = ^ROGUE$
DEBUG: Search category_exclude_regex = ^ROGUE$
DEBUG: Search since = 999999
DEBUG: Search before = -999999
DEBUG: Search available_since =
DEBUG: Search expires_before =

-==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==-
INFO: PVR Run: 'accused'
-==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==-
Current options:
	encodingconsolein = UTF-8
	encodingconsoleout = UTF-8
	encodinglocale = UTF-8
	encodinglocalefs = UTF-8
	ffmpeg = /home/andy/ffmpeg-3.3.4-64bit-static/ffmpeg
	ffmpegforce = 1
	fps50 = 1
	get = 1
	hide = 1
	nopurge = 1
	output = /var/spool/xbmc/iPlayer-Download/
	pvr = 1
	radiomode = best
	refreshexcludegroupsradio = local
	tvmode = best
	type = radio,tv
	verbose = 1

INFO: Search args: 'accused'
INFO: Got (quick) 2581 memcache entries for radio
INFO: Got (quick) 2601 memcache entries for tv
INFO: Search term 'accused' is a substring
DEBUG: Search download_regex = accused
DEBUG: Search channel_regex = .*
DEBUG: Search category_regex = .*
DEBUG: Search exclude_regex = ^ROGUE$
DEBUG: Search channel_exclude_regex = ^ROGUE$
DEBUG: Search category_exclude_regex = ^ROGUE$
DEBUG: Search since = 999999
DEBUG: Search before = -999999
DEBUG: Search available_since =
DEBUG: Search expires_before =

-==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==-
INFO: PVR Run: 'ada'
-==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==-
Current options:
	encodingconsolein = UTF-8
	encodingconsoleout = UTF-8
	encodinglocale = UTF-8
	encodinglocalefs = UTF-8
	ffmpeg = /home/andy/ffmpeg-3.3.4-64bit-static/ffmpeg
	ffmpegforce = 1
	fps50 = 1
	get = 1
	hide = 1
	nopurge = 1
	output = /var/spool/xbmc/iPlayer-Download/
	pvr = 1
	radiomode = best
	refreshexcludegroupsradio = local
	tvmode = best
	type = radio,tv
	verbose = 1

INFO: Search args: 'Calculating Ada'
INFO: Got (quick) 2581 memcache entries for radio
INFO: Got (quick) 2601 memcache entries for tv
INFO: Search term 'Calculating Ada' is a substring
DEBUG: Search download_regex = Calculating Ada
DEBUG: Search channel_regex = .*
DEBUG: Search category_regex = .*
DEBUG: Search exclude_regex = ^ROGUE$
DEBUG: Search channel_exclude_regex = ^ROGUE$
DEBUG: Search category_exclude_regex = ^ROGUE$
DEBUG: Search since = 999999
DEBUG: Search before = -999999
DEBUG: Search available_since =
DEBUG: Search expires_before =

-==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==-
INFO: PVR Run: 'all_about_two'
-==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==-
Current options:
	encodingconsolein = UTF-8
	encodingconsoleout = UTF-8
	encodinglocale = UTF-8
	encodinglocalefs = UTF-8
	ffmpeg = /home/andy/ffmpeg-3.3.4-64bit-static/ffmpeg
	ffmpegforce = 1
	fps50 = 1
	get = 1
	hide = 1
	nopurge = 1
	output = /var/spool/xbmc/iPlayer-Download/
	pvr = 1
	radiomode = best
	refreshexcludegroupsradio = local
	tvmode = best
	type = radio,tv
	verbose = 1

INFO: Search args: 'all about two'
INFO: Got (quick) 2581 memcache entries for radio
INFO: Got (quick) 2601 memcache entries for tv
INFO: Search term 'all about two' is a substring
DEBUG: Search download_regex = all about two
DEBUG: Search channel_regex = .*
DEBUG: Search category_regex = .*
DEBUG: Search exclude_regex = ^ROGUE$
DEBUG: Search channel_exclude_regex = ^ROGUE$
DEBUG: Search category_exclude_regex = ^ROGUE$
DEBUG: Search since = 999999
DEBUG: Search before = -999999
DEBUG: Search available_since =
DEBUG: Search expires_before =

-==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==-
INFO: PVR Run: 'ambulance'
-==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==-
Current options:
	encodingconsolein = UTF-8
	encodingconsoleout = UTF-8
	encodinglocale = UTF-8
	encodinglocalefs = UTF-8
	ffmpeg = /home/andy/ffmpeg-3.3.4-64bit-static/ffmpeg
	ffmpegforce = 1
	fps50 = 1
	get = 1
	hide = 1
	nopurge = 1
	output = /var/spool/xbmc/iPlayer-Download/
	pvr = 1
	radiomode = best
	refreshexcludegroupsradio = local
	tvmode = best
	type = radio,tv
	verbose = 1

INFO: Search args: 'Ambulance'
INFO: Got (quick) 2581 memcache entries for radio
INFO: Got (quick) 2601 memcache entries for tv
INFO: Search term 'Ambulance' is a substring
DEBUG: Search download_regex = Ambulance
DEBUG: Search channel_regex = .*
DEBUG: Search category_regex = .*
DEBUG: Search exclude_regex = ^ROGUE$
DEBUG: Search channel_exclude_regex = ^ROGUE$
DEBUG: Search category_exclude_regex = ^ROGUE$
DEBUG: Search since = 999999
DEBUG: Search before = -999999
DEBUG: Search available_since =
DEBUG: Search expires_before =

INFO: Loaded history for first check.
INFO: Loading recordings history
-==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==-
INFO: PVR Run: 'apple_tree'
-==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==-
Current options:
	encodingconsolein = UTF-8
	encodingconsoleout = UTF-8
	encodinglocale = UTF-8
	encodinglocalefs = UTF-8
	ffmpeg = /home/andy/ffmpeg-3.3.4-64bit-static/ffmpeg
	ffmpegforce = 1
	fps50 = 1
	get = 1
	hide = 1
	nopurge = 1
	output = /var/spool/xbmc/iPlayer-Download/
	pvr = 1
	radiomode = best
	refreshexcludegroupsradio = local
	tvmode = best
	type = radio,tv
	verbose = 1

INFO: Search args: 'Apple Tree'
INFO: Got (quick) 2581 memcache entries for radio
INFO: Got (quick) 2601 memcache entries for tv
INFO: Search term 'Apple Tree' is a substring
DEBUG: Search download_regex = Apple Tree
DEBUG: Search channel_regex = .*
DEBUG: Search category_regex = .*
DEBUG: Search exclude_regex = ^ROGUE$
DEBUG: Search channel_exclude_regex = ^ROGUE$
DEBUG: Search category_exclude_regex = ^ROGUE$
DEBUG: Search since = 999999
DEBUG: Search before = -999999
DEBUG: Search available_since =
DEBUG: Search expires_before =

-==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==-
INFO: PVR Run: 'apprentice'
-==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==-
Current options:
	encodingconsolein = UTF-8
	encodingconsoleout = UTF-8
	encodinglocale = UTF-8
	encodinglocalefs = UTF-8
	ffmpeg = /home/andy/ffmpeg-3.3.4-64bit-static/ffmpeg
	ffmpegforce = 1
	fps50 = 1
	get = 1
	hide = 1
	nopurge = 1
	output = /var/spool/xbmc/iPlayer-Download/
	pvr = 1
	radiomode = best
	refreshexcludegroupsradio = local
	tvmode = best
	type = radio,tv
	verbose = 1

INFO: Search args: 'apprentice'
INFO: Got (quick) 2601 memcache entries for tv
INFO: Got (quick) 2581 memcache entries for radio
INFO: Search term 'apprentice' is a substring
DEBUG: Search download_regex = apprentice
DEBUG: Search channel_regex = .*
DEBUG: Search category_regex = .*
DEBUG: Search exclude_regex = ^ROGUE$
DEBUG: Search channel_exclude_regex = ^ROGUE$
DEBUG: Search category_exclude_regex = ^ROGUE$
DEBUG: Search since = 999999
DEBUG: Search before = -999999
DEBUG: Search available_since =
DEBUG: Search expires_before =

-==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==-
INFO: PVR Run: 'ashes'
-==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==-
Current options:
	encodingconsolein = UTF-8
	encodingconsoleout = UTF-8
	encodinglocale = UTF-8
	encodinglocalefs = UTF-8
	ffmpeg = /home/andy/ffmpeg-3.3.4-64bit-static/ffmpeg
	ffmpegforce = 1
	fps50 = 1
	get = 1
	hide = 1
	nopurge = 1
	output = /var/spool/xbmc/iPlayer-Download/
	pvr = 1
	radiomode = best
	refreshexcludegroupsradio = local
	tvmode = best
	type = radio,tv
	verbose = 1

INFO: Search args: 'Ashes to Ashes'
INFO: Got (quick) 2581 memcache entries for radio
INFO: Got (quick) 2601 memcache entries for tv
INFO: Search term 'Ashes to Ashes' is a substring
DEBUG: Search download_regex = Ashes to Ashes
DEBUG: Search channel_regex = .*
DEBUG: Search category_regex = .*
DEBUG: Search exclude_regex = ^ROGUE$
DEBUG: Search channel_exclude_regex = ^ROGUE$
DEBUG: Search category_exclude_regex = ^ROGUE$
DEBUG: Search since = 999999
DEBUG: Search before = -999999
DEBUG: Search available_since =
DEBUG: Search expires_before =

-==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==-
INFO: PVR Run: 'bakeoff'
-==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==-
Current options:
	encodingconsolein = UTF-8
	encodingconsoleout = UTF-8
	encodinglocale = UTF-8
	encodinglocalefs = UTF-8
	ffmpeg = /home/andy/ffmpeg-3.3.4-64bit-static/ffmpeg
	ffmpegforce = 1
	fps50 = 1
	get = 1
	hide = 1
	nopurge = 1
	output = /var/spool/xbmc/iPlayer-Download/
	pvr = 1
	radiomode = best
	refreshexcludegroupsradio = local
	tvmode = best
	type = radio,tv
	verbose = 1

INFO: Search args: 'Bake Off'
INFO: Got (quick) 2581 memcache entries for radio
INFO: Got (quick) 2601 memcache entries for tv
INFO: Search term 'Bake Off' is a substring
DEBUG: Search download_regex = Bake Off
DEBUG: Search channel_regex = .*
DEBUG: Search category_regex = .*
DEBUG: Search exclude_regex = ^ROGUE$
DEBUG: Search channel_exclude_regex = ^ROGUE$
DEBUG: Search category_exclude_regex = ^ROGUE$
DEBUG: Search since = 999999
DEBUG: Search before = -999999
DEBUG: Search available_since =
DEBUG: Search expires_before =

-==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==-
INFO: PVR Run: 'bangkok'
-==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==-
Current options:
	encodingconsolein = UTF-8
	encodingconsoleout = UTF-8
	encodinglocale = UTF-8
	encodinglocalefs = UTF-8
	ffmpeg = /home/andy/ffmpeg-3.3.4-64bit-static/ffmpeg
	ffmpegforce = 1
	fps50 = 1
	get = 1
	hide = 1
	nopurge = 1
	output = /var/spool/xbmc/iPlayer-Download/
	pvr = 1
	radiomode = best
	refreshexcludegroupsradio = local
	tvmode = best
	type = radio,tv
	verbose = 1

INFO: Search args: 'Bangkok Airport'
INFO: Got (quick) 2581 memcache entries for radio
INFO: Got (quick) 2601 memcache entries for tv
INFO: Search term 'Bangkok Airport' is a substring
DEBUG: Search download_regex = Bangkok Airport
DEBUG: Search channel_regex = .*
DEBUG: Search category_regex = .*
DEBUG: Search exclude_regex = ^ROGUE$
DEBUG: Search channel_exclude_regex = ^ROGUE$
DEBUG: Search category_exclude_regex = ^ROGUE$
DEBUG: Search since = 999999
DEBUG: Search before = -999999
DEBUG: Search available_since =
DEBUG: Search expires_before =

-==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==-
INFO: PVR Run: 'barely_legal'
-==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==-
Current options:
	encodingconsolein = UTF-8
	encodingconsoleout = UTF-8
	encodinglocale = UTF-8
	encodinglocalefs = UTF-8
	ffmpeg = /home/andy/ffmpeg-3.3.4-64bit-static/ffmpeg
	ffmpegforce = 1
	fps50 = 1
	get = 1
	hide = 1
	nopurge = 1
	output = /var/spool/xbmc/iPlayer-Download/
	pvr = 1
	radiomode = best
	refreshexcludegroupsradio = local
	tvmode = best
	type = radio,tv
	verbose = 1

INFO: Search args: 'Barely Legal Drivers'
INFO: Got (quick) 2581 memcache entries for radio
INFO: Got (quick) 2601 memcache entries for tv
INFO: Search term 'Barely Legal Drivers' is a substring
DEBUG: Search download_regex = Barely Legal Drivers
DEBUG: Search channel_regex = .*
DEBUG: Search category_regex = .*
DEBUG: Search exclude_regex = ^ROGUE$
DEBUG: Search channel_exclude_regex = ^ROGUE$
DEBUG: Search category_exclude_regex = ^ROGUE$
DEBUG: Search since = 999999
DEBUG: Search before = -999999
DEBUG: Search available_since =
DEBUG: Search expires_before =

-==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==-
INFO: PVR Run: 'bbc2_birthday'
-==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==-
Current options:
	encodingconsolein = UTF-8
	encodingconsoleout = UTF-8
	encodinglocale = UTF-8
	encodinglocalefs = UTF-8
	ffmpeg = /home/andy/ffmpeg-3.3.4-64bit-static/ffmpeg
	ffmpegforce = 1
	fps50 = 1
	get = 1
	hide = 1
	nopurge = 1
	output = /var/spool/xbmc/iPlayer-Download/
	pvr = 1
	radiomode = best
	refreshexcludegroupsradio = local
	tvmode = best
	type = radio,tv
	verbose = 1

INFO: Search args: 'Happy Birthday BBC Two'
INFO: Got (quick) 2581 memcache entries for radio
INFO: Got (quick) 2601 memcache entries for tv
INFO: Search term 'Happy Birthday BBC Two' is a substring
DEBUG: Search download_regex = Happy Birthday BBC Two
DEBUG: Search channel_regex = .*
DEBUG: Search category_regex = .*
DEBUG: Search exclude_regex = ^ROGUE$
DEBUG: Search channel_exclude_regex = ^ROGUE$
DEBUG: Search category_exclude_regex = ^ROGUE$
DEBUG: Search since = 999999
DEBUG: Search before = -999999
DEBUG: Search available_since =
DEBUG: Search expires_before =

-==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==-
INFO: PVR Run: 'big_school'
-==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==-
Current options:
	encodingconsolein = UTF-8
	encodingconsoleout = UTF-8
	encodinglocale = UTF-8
	encodinglocalefs = UTF-8
	ffmpeg = /home/andy/ffmpeg-3.3.4-64bit-static/ffmpeg
	ffmpegforce = 1
	fps50 = 1
	get = 1
	hide = 1
	nopurge = 1
	output = /var/spool/xbmc/iPlayer-Download/
	pvr = 1
	radiomode = best
	refreshexcludegroupsradio = local
	tvmode = best
	type = radio,tv
	verbose = 1

INFO: Search args: 'Big School'
INFO: Got (quick) 2601 memcache entries for tv
INFO: Got (quick) 2581 memcache entries for radio
INFO: Search term 'Big School' is a substring
DEBUG: Search download_regex = Big School
DEBUG: Search channel_regex = .*
DEBUG: Search category_regex = .*
DEBUG: Search exclude_regex = ^ROGUE$
DEBUG: Search channel_exclude_regex = ^ROGUE$
DEBUG: Search category_exclude_regex = ^ROGUE$
DEBUG: Search since = 999999
DEBUG: Search before = -999999
DEBUG: Search available_since =
DEBUG: Search expires_before =

-==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==-
INFO: PVR Run: 'bohemian'
-==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==-
Current options:
	encodingconsolein = UTF-8
	encodingconsoleout = UTF-8
	encodinglocale = UTF-8
	encodinglocalefs = UTF-8
	ffmpeg = /home/andy/ffmpeg-3.3.4-64bit-static/ffmpeg
	ffmpegforce = 1
	fps50 = 1
	get = 1
	hide = 1
	nopurge = 1
	output = /var/spool/xbmc/iPlayer-Download/
	pvr = 1
	radiomode = best
	refreshexcludegroupsradio = local
	tvmode = best
	type = radio,tv
	verbose = 1

INFO: Search args: 'bohemian'
INFO: Got (quick) 2581 memcache entries for radio
INFO: Got (quick) 2601 memcache entries for tv
INFO: Search term 'bohemian' is a substring
DEBUG: Search download_regex = bohemian
DEBUG: Search channel_regex = .*
DEBUG: Search category_regex = .*
DEBUG: Search exclude_regex = ^ROGUE$
DEBUG: Search channel_exclude_regex = ^ROGUE$
DEBUG: Search category_exclude_regex = ^ROGUE$
DEBUG: Search since = 999999
DEBUG: Search before = -999999
DEBUG: Search available_since =
DEBUG: Search expires_before =

-==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==-
INFO: PVR Run: 'brain-doctors'
-==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==-
Current options:
	encodingconsolein = UTF-8
	encodingconsoleout = UTF-8
	encodinglocale = UTF-8
	encodinglocalefs = UTF-8
	ffmpeg = /home/andy/ffmpeg-3.3.4-64bit-static/ffmpeg
	ffmpegforce = 1
	fps50 = 1
	get = 1
	hide = 1
	nopurge = 1
	output = /var/spool/xbmc/iPlayer-Download/
	pvr = 1
	radiomode = best
	refreshexcludegroupsradio = local
	tvmode = best
	type = radio,tv
	verbose = 1

INFO: Search args: 'brain doctors'
INFO: Got (quick) 2581 memcache entries for radio
INFO: Got (quick) 2601 memcache entries for tv
INFO: Search term 'brain doctors' is a substring
DEBUG: Search download_regex = brain doctors
DEBUG: Search channel_regex = .*
DEBUG: Search category_regex = .*
DEBUG: Search exclude_regex = ^ROGUE$
DEBUG: Search channel_exclude_regex = ^ROGUE$
DEBUG: Search category_exclude_regex = ^ROGUE$
DEBUG: Search since = 999999
DEBUG: Search before = -999999
DEBUG: Search available_since =
DEBUG: Search expires_before =

-==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==-
INFO: PVR Run: 'brian_pern'
-==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==-
Current options:
	encodingconsolein = UTF-8
	encodingconsoleout = UTF-8
	encodinglocale = UTF-8
	encodinglocalefs = UTF-8
	ffmpeg = /home/andy/ffmpeg-3.3.4-64bit-static/ffmpeg
	ffmpegforce = 1
	fps50 = 1
	get = 1
	hide = 1
	nopurge = 1
	output = /var/spool/xbmc/iPlayer-Download/
	pvr = 1
	radiomode = best
	refreshexcludegroupsradio = local
	tvmode = best
	type = radio,tv
	verbose = 1

INFO: Search args: 'Brian Pern'
INFO: Got (quick) 2601 memcache entries for tv
INFO: Got (quick) 2581 memcache entries for radio
INFO: Search term 'Brian Pern' is a substring
DEBUG: Search download_regex = Brian Pern
DEBUG: Search channel_regex = .*
DEBUG: Search category_regex = .*
DEBUG: Search exclude_regex = ^ROGUE$
DEBUG: Search channel_exclude_regex = ^ROGUE$
DEBUG: Search category_exclude_regex = ^ROGUE$
DEBUG: Search since = 999999
DEBUG: Search before = -999999
DEBUG: Search available_since =
DEBUG: Search expires_before =

-==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==-
INFO: PVR Run: 'brit_airline'
-==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==-
Current options:
	encodingconsolein = UTF-8
	encodingconsoleout = UTF-8
	encodinglocale = UTF-8
	encodinglocalefs = UTF-8
	ffmpeg = /home/andy/ffmpeg-3.3.4-64bit-static/ffmpeg
	ffmpegforce = 1
	fps50 = 1
	get = 1
	hide = 1
	nopurge = 1
	output = /var/spool/xbmc/iPlayer-Download/
	pvr = 1
	radiomode = best
	refreshexcludegroupsradio = local
	tvmode = best
	type = radio,tv
	verbose = 1

INFO: Search args: 'British Airline'
INFO: Got (quick) 2601 memcache entries for tv
INFO: Got (quick) 2581 memcache entries for radio
INFO: Search term 'British Airline' is a substring
DEBUG: Search download_regex = British Airline
DEBUG: Search channel_regex = .*
DEBUG: Search category_regex = .*
DEBUG: Search exclude_regex = ^ROGUE$
DEBUG: Search channel_exclude_regex = ^ROGUE$
DEBUG: Search category_exclude_regex = ^ROGUE$
DEBUG: Search since = 999999
DEBUG: Search before = -999999
DEBUG: Search available_since =
DEBUG: Search expires_before =

-==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==-
INFO: PVR Run: 'building_cars'
-==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==--==-
Current options:
	encodingconsolein = UTF-8
	encodingconsoleout = UTF-8
	encodinglocale = UTF-8
	encodinglocalefs = UTF-8
	ffmpeg = /home/andy/ffmpeg-3.3.4-64bit-static/ffmpeg
	ffmpegforce = 1
	fps50 = 1
	get = 1
	hide = 1
	nopurge = 1
	output = /var/spool/xbmc/iPlayer-Download/
	pvr = 1
	radiomode = best
	refreshexcludegroupsradio = local
	tvmode = best
	type = radio,tv
	verbose = 1

INFO: Search args: 'Building Cars'
INFO: Got (quick) 2581 memcache entries for radio
INFO: Got (quick) 2601 memcache entries for tv
INFO: Search term 'Building Cars' is a substring
DEBUG: Search download_regex = Building Cars
DEBUG: Search channel_regex = .*
DEBUG: Search category_regex = .*
DEBUG: Search exclude_regex = ^ROGUE$
DEBUG: Search channel_exclude_regex = ^ROGUE$
